52.52,13.42,14.4,13.0,1
51.5,0.10,13.4,19.9,1
48.8,2.30,14.3,19.5,1
38.0,116.00,16.8,4.0,0
52.52,13.42,10.7,9.4,0
51.5,0.10,10.8,13.6,0
48.8,2.30,11.1,21.1,0
38.0,116.00,12.6,5.6,0
52.52,13.42,13.4,14.9,1
51.5,0.10,10.6,21.6,1
48.8,2.30,12.2,24.1,1
38.0,116.00,14.6,9.5,0
