52.52,13.42,14.4,13.0,2023-11-01T13:45,1
51.5,0.10,13.4,19.9,2023-11-01T13:45,1
48.8,2.30,14.3,19.5,2023-11-01T13:45,1
38.0,116.00,16.8,4.0,2023-11-01T13:45,0
52.52,13.42,10.7,9.4,2023-11-01T21:45,0
51.5,0.10,10.8,13.6,2023-11-01T21:45,0
48.8,2.30,11.1,21.1,2023-11-01T21:45,0
38.0,116.00,12.6,5.6,2023-11-01T21:45,0
52.52,13.42,13.4,14.9,2023-11-02T15:00,1
51.5,0.10,10.6,21.6,2023-11-02T15:00,1
48.8,2.30,12.2,24.1,2023-11-02T15:00,1
38.0,116.00,14.6,9.5,2023-11-02T15:00,0
